date,season,team1,team2,elo1_pre,elo2_pre,elo_prob1,elo_prob2,elo1_post,elo2_post,raptor1_pre,raptor2_pre,raptor_prob1,raptor_prob2,score1,score2,quality,importance,total_rating
2023-02-24,2023,WAS,NYK,1464.4,1510.2,0.58,0.42,,,1475.8,1521.8,0.53,0.47,,,50,84,67
2023-02-24,2023,ATL,CLE,1546.5,1565.3,0.61,0.39,,,1573.5,1587.0,0.66,0.34,,,80,60,70
2023-02-24,2023,MIL,MIA,1580.7,1543.0,0.69,0.31,,,1651.9,1616.2,0.66,0.34,,,92,41,67
2023-02-24,2023,MIN,CHO,1523.5,1432.5,0.75,0.25,,,1550.3,1504.1,0.68,0.32,,,62,54,58
2023-02-24,2023,PHO,OKC,1610.6,1410.5,0.85,0.15,,,1638.0,1404.3,0.89,0.11,,,56,5,31
2023-02-24,2023,GSW,HOU,1573.1,1335.5,0.87,0.13,,,1596.9,1304.2,0.87,0.13,,,25,10,18
2023-02-24,2023,CHI,BRK,1468.6,1516.0,0.58,0.42,,,1535.6,1564.6,0.57,0.43,,,71,90,81
2023-02-24,2023,LAC,SAC,1505.1,1490.9,0.66,0.34,,,1569.9,1504.5,0.74,0.26,,,66,80,73
2023-02-25,2023,DET,TOR,1352.6,1551.9,0.36,0.64,,,1353.3,1613.7,0.26,0.74,,,39,13,26
2023-02-25,2023,CHO,MIA,1432.5,1543.0,0.48,0.52,,,1504.1,1616.2,0.45,0.55,,,73,55,64
2023-02-25,2023,ORL,IND,1363.4,1471.4,0.49,0.51,,,1411.7,1503.5,0.48,0.52,,,32,39,36
2023-02-25,2023,NYK,NOP,1510.2,1584.2,0.54,0.46,,,1521.8,1588.3,0.44,0.56,,,72,73,73
2023-02-25,2023,MEM,DEN,1568.1,1533.9,0.68,0.32,,,1651.3,1601.8,0.67,0.33,,,90,20,55
2023-02-25,2023,PHI,BOS,1578.7,1674.6,0.51,0.49,,,1625.7,1702.6,0.5,0.5,,,96,44,70
2023-02-25,2023,UTA,SAS,1570.5,1410.8,0.82,0.18,,,1548.7,1407.9,0.81,0.19,,,40,15,28
2023-02-26,2023,MIL,PHO,1580.7,1610.6,0.6,0.4,,,1651.9,1638.0,0.64,0.36,,,93,16,55
2023-02-26,2023,ATL,BRK,1546.5,1516.0,0.68,0.32,,,1573.5,1564.6,0.63,0.37,,,77,85,81
2023-02-26,2023,CHI,WAS,1468.6,1464.4,0.65,0.35,,,1535.6,1475.8,0.69,0.31,,,53,73,63
2023-02-26,2023,DAL,LAL,1571.1,1422.1,0.81,0.19,,,1604.7,1443.2,0.8,0.2,,,59,21,40
2023-02-26,2023,CLE,TOR,1565.3,1551.9,0.66,0.34,,,1587.0,1613.7,0.63,0.37,,,86,51,69
2023-02-26,2023,OKC,SAC,1410.5,1490.9,0.53,0.47,,,1404.3,1504.5,0.48,0.52,,,31,48,40
2023-02-26,2023,GSW,MIN,1573.1,1523.5,0.7,0.3,,,1596.9,1550.3,0.68,0.32,,,78,86,82
2023-02-26,2023,POR,HOU,1418.8,1335.5,0.74,0.26,,,1500.4,1304.2,0.82,0.18,,,14,14,14
2023-02-26,2023,DEN,LAC,1533.9,1505.1,0.68,0.32,,,1601.8,1569.9,0.64,0.36,,,82,66,74
2023-02-27,2023,CHO,DET,1432.5,1352.6,0.74,0.26,,,1504.1,1353.3,0.79,0.21,,,22,5,14
2023-02-27,2023,PHI,MIA,1578.7,1543.0,0.69,0.31,,,1625.7,1616.2,0.62,0.38,,,90,60,75
2023-02-27,2023,NYK,BOS,1510.2,1674.6,0.41,0.59,,,1521.8,1702.6,0.35,0.65,,,87,61,74
2023-02-27,2023,NOP,ORL,1584.2,1363.4,0.86,0.14,,,1588.3,1411.7,0.8,0.2,,,48,13,31
2023-02-28,2023,TOR,CHI,1551.9,1468.6,0.74,0.26,,,1613.7,1535.6,0.71,0.29,,,78,61,70
2023-02-28,2023,BRK,MIL,1516.0,1580.7,0.55,0.45,,,1564.6,1651.9,0.48,0.52,,,87,56,72
2023-02-28,2023,ATL,WAS,1546.5,1464.4,0.74,0.26,,,1573.5,1475.8,0.74,0.26,,,60,69,65
2023-02-28,2023,OKC,SAC,1410.5,1490.9,0.53,0.47,,,1404.3,1504.5,0.47,0.53,,,31,47,39
2023-02-28,2023,HOU,DEN,1335.5,1533.9,0.36,0.64,,,1304.2,1601.8,0.21,0.79,,,26,7,17
2023-02-28,2023,MEM,LAL,1568.1,1422.1,0.8,0.2,,,1651.6,1443.2,0.84,0.16,,,67,8,38
2023-02-28,2023,DAL,IND,1571.1,1471.4,0.76,0.24,,,1604.7,1503.5,0.74,0.26,,,71,56,64
2023-02-28,2023,UTA,SAS,1570.5,1410.8,0.82,0.18,,,1548.7,1407.9,0.81,0.19,,,40,17,29
2023-02-28,2023,GSW,POR,1573.1,1418.8,0.81,0.19,,,1596.9,1500.4,0.73,0.27,,,70,81,76
2023-02-28,2023,LAC,MIN,1505.1,1523.5,0.62,0.38,,,1569.9,1550.3,0.63,0.37,,,74,91,83
2023-03-01,2023,DET,CHI,1352.6,1468.6,0.48,0.52,,,1353.3,1535.6,0.42,0.58,,,26,31,29
2023-03-01,2023,CHO,PHO,1432.5,1610.6,0.39,0.61,,,1504.1,1638.0,0.42,0.58,,,77,23,50
2023-03-01,2023,NYK,BRK,1510.2,1516.0,0.63,0.37,,,1521.8,1564.6,0.61,0.39,,,68,92,80
2023-03-01,2023,MIA,PHI,1543.0,1578.7,0.59,0.41,,,1616.2,1625.7,0.59,0.41,,,90,61,76
2023-03-01,2023,BOS,CLE,1674.6,1565.3,0.77,0.23,,,1702.6,1587.0,0.75,0.25,,,93,25,59
2023-03-01,2023,HOU,MEM,1335.5,1568.1,0.32,0.68,,,1304.2,1651.6,0.17,0.83,,,33,4,19
2023-03-01,2023,MIL,ORL,1580.7,1363.4,0.86,0.14,,,1651.9,1411.7,0.83,0.17,,,60,4,32
2023-03-01,2023,OKC,LAL,1410.5,1422.1,0.62,0.38,,,1404.3,1443.2,0.56,0.44,,,22,8,15
2023-03-01,2023,POR,NOP,1418.8,1584.2,0.41,0.59,,,1500.4,1588.3,0.42,0.58,,,68,83,76
2023-03-02,2023,WAS,TOR,1464.4,1551.9,0.52,0.48,,,1475.8,1613.7,0.4,0.6,,,68,70,69
2023-03-02,2023,DAL,PHI,1571.1,1578.7,0.63,0.37,,,1604.7,1625.7,0.65,0.35,,,89,43,66
2023-03-02,2023,SAS,IND,1410.8,1471.4,0.56,0.44,,,1407.9,1503.5,0.46,0.54,,,31,39,35
2023-03-02,2023,GSW,LAC,1573.1,1505.1,0.72,0.28,,,1596.9,1569.9,0.64,0.36,,,81,86,84
2023-03-03,2023,CHO,ORL,1432.5,1363.4,0.73,0.27,,,1504.1,1411.7,0.73,0.27,,,33,7,20
2023-03-03,2023,BOS,BRK,1674.6,1516.0,0.82,0.18,,,1702.6,1564.6,0.77,0.23,,,91,44,68
2023-03-03,2023,ATL,POR,1546.5,1418.8,0.79,0.21,,,1573.5,1500.4,0.72,0.28,,,66,67,67
2023-03-03,2023,OKC,UTA,1410.5,1570.5,0.41,0.59,,,1404.3,1548.7,0.42,0.58,,,40,31,36
2023-03-03,2023,CHI,PHO,1468.6,1610.6,0.44,0.56,,,1535.6,1638.8,0.46,0.54,,,81,52,67
2023-03-03,2023,MIA,NYK,1543.0,1510.2,0.68,0.32,,,1616.2,1521.8,0.73,0.27,,,76,79,78
2023-03-03,2023,SAC,LAC,1490.9,1505.1,0.62,0.38,,,1504.5,1569.9,0.56,0.44,,,66,93,80
2023-03-03,2023,GSW,NOP,1573.1,1584.2,0.63,0.37,,,1596.9,1588.3,0.55,0.45,,,83,76,80
2023-03-03,2023,DEN,MEM,1533.9,1568.1,0.59,0.41,,,1601.8,1651.6,0.6,0.4,,,90,28,59
2023-03-03,2023,LAL,MIN,1422.1,1523.5,0.5,0.5,,,1443.2,1550.3,0.44,0.56,,,48,52,50
2023-03-04,2023,WAS,TOR,1464.4,1551.9,0.52,0.48,,,1475.8,1613.7,0.4,0.6,,,68,66,67
2023-03-04,2023,CLE,DET,1565.3,1352.6,0.86,0.14,,,1587.0,1353.3,0.85,0.15,,,34,8,21
2023-03-04,2023,MIA,ATL,1543.0,1546.5,0.64,0.36,,,1616.2,1573.5,0.66,0.34,,,84,73,79
2023-03-04,2023,SAS,HOU,1410.8,1335.5,0.73,0.27,,,1407.9,1304.2,0.74,0.26,,,6,1,4
2023-03-04,2023,MIL,PHI,1580.7,1578.7,0.64,0.36,,,1651.9,1625.7,0.65,0.35,,,93,25,59
2023-03-04,2023,SAC,MIN,1490.9,1523.5,0.6,0.4,,,1504.5,1550.3,0.54,0.46,,,62,95,79
2023-03-05,2023,DAL,PHO,1571.1,1610.6,0.59,0.41,,,1604.7,1638.8,0.56,0.44,,,90,42,66
2023-03-05,2023,CHI,IND,1468.6,1471.4,0.64,0.36,,,1535.6,1503.5,0.66,0.34,,,59,87,73
2023-03-05,2023,LAL,GSW,1422.1,1573.1,0.43,0.57,,,1443.2,1596.9,0.39,0.61,,,58,45,52
2023-03-05,2023,BRK,CHO,1516.0,1432.5,0.74,0.26,,,1564.6,1504.1,0.68,0.32,,,64,64,64
2023-03-05,2023,ORL,POR,1363.4,1418.8,0.56,0.44,,,1411.7,1500.4,0.47,0.53,,,32,38,35
2023-03-05,2023,OKC,UTA,1410.5,1570.5,0.41,0.59,,,1404.3,1548.7,0.41,0.59,,,40,31,36
2023-03-05,2023,HOU,SAS,1335.5,1410.8,0.54,0.46,,,1304.2,1407.9,0.45,0.55,,,6,1,4
2023-03-05,2023,BOS,NYK,1674.6,1510.2,0.82,0.18,,,1702.6,1521.8,0.82,0.18,,,87,36,62
2023-03-05,2023,LAC,MEM,1505.1,1568.1,0.55,0.45,,,1569.9,1651.6,0.49,0.51,,,87,56,72
2023-03-06,2023,IND,PHI,1471.4,1578.7,0.49,0.51,,,1503.5,1625.7,0.37,0.63,,,75,73,74
2023-03-06,2023,CLE,BOS,1565.3,1674.6,0.49,0.51,,,1587.0,1702.6,0.51,0.49,,,93,47,70
2023-03-06,2023,WAS,MIL,1464.4,1580.7,0.48,0.52,,,1475.8,1651.9,0.36,0.64,,,73,42,58
2023-03-06,2023,MIA,ATL,1543.0,1546.5,0.64,0.36,,,1616.2,1573.5,0.66,0.34,,,84,77,81
2023-03-06,2023,DEN,TOR,1533.9,1551.9,0.62,0.38,,,1601.8,1613.7,0.66,0.34,,,87,31,59
2023-03-06,2023,SAC,NOP,1490.9,1584.2,0.51,0.49,,,1504.5,1588.3,0.48,0.52,,,69,85,77
2023-03-07,2023,DET,POR,1352.6,1418.8,0.55,0.45,,,1353.3,1500.4,0.41,0.59,,,22,35,29
2023-03-07,2023,ORL,MIL,1363.4,1580.7,0.34,0.66,,,1411.7,1651.9,0.34,0.66,,,60,7,34
2023-03-07,2023,MIN,PHI,1523.5,1578.7,0.56,0.44,,,1550.3,1625.7,0.56,0.44,,,82,64,73
2023-03-07,2023,NYK,CHO,1510.2,1432.5,0.74,0.26,,,1521.8,1504.1,0.62,0.38,,,56,64,60
2023-03-07,2023,OKC,GSW,1410.5,1573.1,0.41,0.59,,,1404.3,1596.9,0.35,0.65,,,48,38,43
2023-03-07,2023,HOU,BRK,1335.5,1516.0,0.39,0.61,,,1304.2,1564.6,0.26,0.74,,,21,25,23
2023-03-07,2023,DAL,UTA,1571.1,1570.5,0.64,0.36,,,1604.7,1548.7,0.68,0.32,,,79,61,70
2023-03-07,2023,LAL,MEM,1422.1,1568.1,0.43,0.57,,,1443.2,1651.6,0.31,0.69,,,67,13,40
2023-03-08,2023,WAS,ATL,1464.4,1546.5,0.53,0.47,,,1475.8,1573.5,0.47,0.53,,,60,82,71
2023-03-08,2023,MIA,CLE,1543.0,1565.3,0.61,0.39,,,1616.2,1587.0,0.65,0.35,,,86,64,75
2023-03-08,2023,NOP,DAL,1584.2,1571.1,0.66,0.34,,,1588.3,1604.7,0.63,0.37,,,84,61,73
2023-03-08,2023,BOS,POR,1674.6,1418.8,0.89,0.11,,,1702.6,1500.4,0.86,0.14,,,84,21,53
2023-03-08,2023,DEN,CHI,1533.9,1468.6,0.72,0.28,,,1601.8,1535.6,0.75,0.25,,,76,41,59
2023-03-08,2023,PHO,OKC,1610.6,1410.5,0.85,0.15,,,1638.8,1404.3,0.89,0.11,,,56,5,31
2023-03-08,2023,LAC,TOR,1505.1,1551.9,0.58,0.42,,,1569.9,1613.7,0.55,0.45,,,83,66,75
2023-03-09,2023,IND,HOU,1471.4,1335.5,0.8,0.2,,,1503.5,1304.2,0.83,0.17,,,14,12,13
2023-03-09,2023,DET,CHO,1352.6,1432.5,0.53,0.47,,,1353.3,1504.1,0.4,0.6,,,22,9,16
2023-03-09,2023,ORL,UTA,1363.4,1570.5,0.35,0.65,,,1411.7,1548.7,0.41,0.59,,,41,27,34
2023-03-09,2023,MIL,BRK,1580.7,1516.0,0.72,0.28,,,1651.9,1564.6,0.72,0.28,,,87,46,67
2023-03-09,2023,SAC,NYK,1490.9,1510.2,0.61,0.39,,,1504.5,1521.8,0.6,0.4,,,56,84,70
2023-03-09,2023,MEM,GSW,1568.1,1573.1,0.63,0.37,,,1651.6,1596.9,0.67,0.33,,,90,43,67
2023-03-10,2023,PHI,POR,1578.7,1418.8,0.82,0.18,,,1625.7,1500.4,0.75,0.25,,,74,49,62
2023-03-10,2023,WAS,ATL,1464.4,1546.5,0.53,0.47,,,1475.8,1573.5,0.46,0.54,,,60,84,72
2023-03-10,2023,MIN,BRK,1523.5,1516.0,0.65,0.35,,,1550.3,1564.6,0.66,0.34,,,73,84,79
2023-03-10,2023,SAS,DEN,1410.8,1533.9,0.47,0.53,,,1407.9,1601.8,0.34,0.66,,,50,13,32
2023-03-10,2023,MIA,CLE,1543.0,1565.3,0.61,0.39,,,1616.2,1587.0,0.64,0.36,,,86,63,75
2023-03-10,2023,LAL,TOR,1422.1,1551.9,0.46,0.54,,,1443.2,1613.7,0.36,0.64,,,60,30,45
2023-03-11,2023,LAC,NYK,1505.1,1510.2,0.63,0.37,,,1569.9,1521.8,0.67,0.33,,,69,79,74
2023-03-11,2023,DET,IND,1352.6,1471.4,0.47,0.53,,,1353.3,1503.5,0.4,0.6,,,22,36,29
2023-03-11,2023,CHO,UTA,1432.5,1570.5,0.45,0.55,,,1504.1,1548.7,0.55,0.45,,,61,45,53
2023-03-11,2023,ORL,MIA,1363.4,1543.0,0.39,0.61,,,1411.7,1616.2,0.38,0.62,,,53,32,43
2023-03-11,2023,ATL,BOS,1546.5,1674.6,0.46,0.54,,,1573.5,1702.6,0.37,0.63,,,92,51,72
2023-03-11,2023,MEM,DAL,1568.1,1571.1,0.64,0.36,,,1651.6,1604.7,0.67,0.33,,,91,32,62
2023-03-11,2023,HOU,CHI,1335.5,1468.6,0.45,0.55,,,1304.2,1535.6,0.28,0.72,,,18,23,21
2023-03-11,2023,NOP,OKC,1584.2,1410.5,0.83,0.17,,,1588.3,1404.3,0.82,0.18,,,47,15,31
2023-03-11,2023,GSW,MIL,1573.1,1580.7,0.63,0.37,,,1596.9,1651.9,0.52,0.48,,,90,50,70
2023-03-11,2023,PHO,SAC,1610.6,1490.9,0.78,0.22,,,1639.6,1504.5,0.78,0.22,,,77,43,60
2023-03-12,2023,DEN,BRK,1533.9,1516.0,0.66,0.34,,,1601.8,1564.6,0.71,0.29,,,81,51,66
2023-03-12,2023,CHO,CLE,1432.5,1565.3,0.45,0.55,,,1504.1,1587.0,0.43,0.57,,,69,45,57
2023-03-12,2023,PHI,WAS,1578.7,1464.4,0.77,0.23,,,1625.7,1475.8,0.78,0.22,,,70,47,59
2023-03-12,2023,NOP,POR,1584.2,1418.8,0.82,0.18,,,1588.3,1500.4,0.66,0.34,,,68,78,73
2023-03-12,2023,SAS,OKC,1410.8,1410.5,0.64,0.36,,,1407.9,1404.3,0.68,0.32,,,16,5,11
2023-03-12,2023,LAL,NYK,1422.1,1510.2,0.52,0.48,,,1443.2,1521.8,0.56,0.44,,,43,51,47
2023-03-13,2023,DET,IND,1352.6,1471.4,0.47,0.53,,,1353.3,1503.5,0.4,0.6,,,22,34,28
2023-03-13,2023,ATL,MIN,1546.5,1523.5,0.67,0.33,,,1573.5,1550.3,0.65,0.35,,,74,80,77
2023-03-13,2023,DAL,MEM,1571.1,1568.1,0.64,0.36,,,1604.7,1651.6,0.54,0.46,,,91,41,66
2023-03-13,2023,MIA,UTA,1543.0,1570.5,0.6,0.4,,,1616.2,1548.7,0.69,0.31,,,80,57,69
2023-03-13,2023,HOU,BOS,1335.5,1674.6,0.2,0.8,,,1304.2,1702.6,0.13,0.87,,,41,4,23
2023-03-13,2023,SAC,MIL,1490.9,1580.7,0.51,0.49,,,1504.5,1651.9,0.39,0.61,,,79,56,68
2023-03-13,2023,GSW,PHO,1573.1,1610.6,0.59,0.41,,,1596.9,1639.6,0.55,0.45,,,89,54,72
2023-03-14,2023,WAS,DET,1464.4,1352.6,0.77,0.23,,,1475.8,1353.3,0.8,0.2,,,18,12,15
2023-03-14,2023,CHO,CLE,1432.5,1565.3,0.45,0.55,,,1504.1,1587.0,0.49,0.51,,,69,42,56
2023-03-14,2023,TOR,DEN,1551.9,1533.9,0.66,0.34,,,1613.7,1601.8,0.61,0.39,,,87,36,62
2023-03-14,2023,SAS,ORL,1410.8,1363.4,0.7,0.3,,,1407.9,1411.7,0.61,0.39,,,18,2,10
2023-03-14,2023,OKC,BRK,1410.5,1516.0,0.49,0.51,,,1404.3,1564.6,0.39,0.61,,,43,45,44
2023-03-14,2023,NOP,LAL,1584.2,1422.1,0.82,0.18,,,1588.3,1443.2,0.79,0.21,,,56,21,39
2023-03-14,2023,POR,NYK,1418.8,1510.2,0.51,0.49,,,1500.4,1521.8,0.56,0.44,,,56,84,70
2023-03-14,2023,PHO,MIL,1610.6,1580.7,0.68,0.32,,,1639.6,1651.9,0.6,0.4,,,94,24,59
2023-03-15,2023,MIA,MEM,1543.0,1568.1,0.61,0.39,,,1616.2,1651.6,0.56,0.44,,,92,47,70
2023-03-15,2023,CLE,PHI,1565.3,1578.7,0.62,0.38,,,1587.0,1625.7,0.49,0.51,,,87,52,70
2023-03-15,2023,MIN,BOS,1523.5,1674.6,0.43,0.57,,,1550.3,1702.6,0.4,0.6,,,90,62,76
2023-03-15,2023,HOU,LAL,1335.5,1422.1,0.52,0.48,,,1304.2,1443.2,0.47,0.53,,,8,4,6
2023-03-15,2023,CHI,SAC,1468.6,1490.9,0.61,0.39,,,1535.6,1504.5,0.66,0.34,,,59,81,70
2023-03-15,2023,SAS,DAL,1410.8,1571.1,0.41,0.59,,,1407.9,1604.7,0.28,0.72,,,50,22,36
2023-03-15,2023,LAC,GSW,1505.1,1573.1,0.55,0.45,,,1569.9,1596.9,0.57,0.43,,,81,89,85
2023-03-16,2023,DET,DEN,1352.6,1533.9,0.39,0.61,,,1353.3,1601.8,0.27,0.73,,,37,9,23
2023-03-16,2023,TOR,OKC,1551.9,1410.5,0.8,0.2,,,1613.7,1404.3,0.84,0.16,,,51,13,32
2023-03-16,2023,BRK,SAC,1516.0,1490.9,0.67,0.33,,,1564.6,1504.5,0.73,0.27,,,65,71,68
2023-03-16,2023,MIL,IND,1580.7,1471.4,0.77,0.23,,,1651.9,1503.5,0.78,0.22,,,78,37,58
2023-03-16,2023,PHO,ORL,1610.6,1363.4,0.88,0.12,,,1639.6,1411.7,0.86,0.14,,,58,4,31
2023-03-17,2023,CHO,PHI,1432.5,1578.7,0.43,0.57,,,1504.1,1625.7,0.44,0.56,,,75,46,61
2023-03-17,2023,CLE,WAS,1565.3,1464.4,0.76,0.24,,,1587.0,1475.8,0.75,0.25,,,63,57,60
2023-03-17,2023,ATL,GSW,1546.5,1573.1,0.6,0.4,,,1573.5,1596.9,0.6,0.4,,,81,71,76
2023-03-17,2023,SAS,MEM,1410.8,1568.1,0.42,0.58,,,1407.9,1651.6,0.28,0.72,,,59,8,34
2023-03-17,2023,CHI,MIN,1468.6,1523.5,0.56,0.44,,,1535.6,1550.3,0.59,0.41,,,68,83,76
2023-03-17,2023,HOU,NOP,1335.5,1584.2,0.3,0.7,,,1304.2,1588.3,0.23,0.77,,,24,15,20
2023-03-17,2023,POR,BOS,1418.8,1674.6,0.29,0.71,,,1500.4,1702.6,0.33,0.67,,,84,58,71
2023-03-17,2023,LAL,DAL,1422.1,1571.1,0.43,0.57,,,1443.2,1604.7,0.37,0.63,,,59,33,46
2023-03-18,2023,NYK,DEN,1510.2,1533.9,0.61,0.39,,,1521.8,1601.8,0.47,0.53,,,74,63,69
2023-03-18,2023,LAC,ORL,1505.1,1363.4,0.8,0.2,,,1569.9,1411.7,0.79,0.21,,,45,22,34
2023-03-18,2023,IND,PHI,1471.4,1578.7,0.49,0.51,,,1503.5,1625.7,0.5,0.5,,,75,75,75
2023-03-18,2023,TOR,MIN,1551.9,1523.5,0.68,0.32,,,1613.7,1550.3,0.74,0.26,,,80,57,69
2023-03-18,2023,CHI,MIA,1468.6,1543.0,0.54,0.46,,,1535.6,1616.2,0.44,0.56,,,79,85,82
2023-03-18,2023,MEM,GSW,1568.1,1573.1,0.63,0.37,,,1651.6,1596.9,0.67,0.33,,,90,47,69
2023-03-18,2023,WAS,SAC,1464.4,1490.9,0.6,0.4,,,1475.8,1504.5,0.49,0.51,,,47,79,63
2023-03-18,2023,UTA,BOS,1570.5,1674.6,0.49,0.51,,,1548.7,1702.6,0.49,0.51,,,90,52,71
2023-03-19,2023,OKC,PHO,1410.5,1610.6,0.36,0.64,,,1404.3,1639.6,0.29,0.71,,,56,10,33
2023-03-19,2023,BRK,DEN,1516.0,1533.9,0.62,0.38,,,1564.6,1601.8,0.61,0.39,,,81,57,69
2023-03-19,2023,SAS,ATL,1410.8,1546.5,0.45,0.55,,,1407.9,1573.5,0.38,0.62,,,45,29,37
2023-03-19,2023,DET,MIA,1352.6,1543.0,0.37,0.63,,,1353.3,1616.2,0.31,0.69,,,40,25,33
2023-03-19,2023,HOU,NOP,1335.5,1584.2,0.3,0.7,,,1304.2,1588.3,0.23,0.77,,,24,13,19
2023-03-19,2023,MIL,TOR,1580.7,1551.9,0.68,0.32,,,1651.9,1613.7,0.72,0.28,,,92,24,58
2023-03-19,2023,POR,LAC,1418.8,1505.1,0.52,0.48,,,1500.4,1569.9,0.58,0.42,,,65,92,79
2023-03-19,2023,LAL,ORL,1422.1,1363.4,0.71,0.29,,,1443.2,1411.7,0.7,0.3,,,23,4,14
2023-03-20,2023,CHO,IND,1432.5,1471.4,0.59,0.41,,,1504.1,1503.5,0.61,0.39,,,52,62,57
2023-03-20,2023,PHI,CHI,1578.7,1468.6,0.77,0.23,,,1625.7,1535.6,0.72,0.28,,,80,59,70
2023-03-20,2023,NYK,MIN,1510.2,1523.5,0.62,0.38,,,1521.8,1550.3,0.56,0.44,,,66,87,77
2023-03-20,2023,MEM,DAL,1568.1,1571.1,0.64,0.36,,,1651.6,1604.7,0.68,0.32,,,91,35,63
2023-03-20,2023,HOU,GSW,1335.5,1573.1,0.31,0.69,,,1304.2,1596.9,0.18,0.82,,,25,15,20
2023-03-20,2023,UTA,SAC,1570.5,1490.9,0.74,0.26,,,1548.7,1504.5,0.72,0.28,,,61,79,70
2023-03-21,2023,ORL,WAS,1363.4,1464.4,0.5,0.5,,,1411.7,1475.8,0.5,0.5,,,28,27,28
2023-03-21,2023,BRK,CLE,1516.0,1565.3,0.57,0.43,,,1564.6,1587.0,0.57,0.43,,,79,81,80
2023-03-21,2023,ATL,DET,1546.5,1352.6,0.84,0.16,,,1573.5,1353.3,0.85,0.15,,,32,11,22
2023-03-21,2023,NOP,SAS,1584.2,1410.8,0.83,0.17,,,1588.3,1407.9,0.81,0.19,,,47,18,33
2023-03-21,2023,SAC,BOS,1490.9,1674.6,0.38,0.62,,,1504.5,1702.6,0.27,0.73,,,85,50,68
2023-03-21,2023,LAC,OKC,1505.1,1410.5,0.75,0.25,,,1569.9,1404.3,0.8,0.2,,,43,26,35
2023-03-22,2023,WAS,DEN,1464.4,1533.9,0.54,0.46,,,1475.8,1601.8,0.35,0.65,,,66,47,57
2023-03-22,2023,TOR,IND,1551.9,1471.4,0.74,0.26,,,1613.7,1503.5,0.74,0.26,,,73,62,68
2023-03-22,2023,MIA,NYK,1543.0,1510.2,0.68,0.32,,,1616.2,1521.8,0.72,0.28,,,76,84,80
2023-03-22,2023,DAL,GSW,1571.1,1573.1,0.64,0.36,,,1604.7,1596.9,0.61,0.39,,,86,77,82
2023-03-22,2023,MIN,ATL,1523.5,1546.5,0.61,0.39,,,1550.3,1573.5,0.64,0.36,,,74,75,75
2023-03-22,2023,CHI,PHI,1468.6,1578.7,0.49,0.51,,,1535.6,1625.7,0.48,0.52,,,80,78,79
2023-03-22,2023,MIL,SAS,1580.7,1410.8,0.83,0.17,,,1651.9,1407.9,0.89,0.11,,,59,3,31
2023-03-22,2023,MEM,HOU,1568.1,1335.5,0.87,0.13,,,1651.6,1304.2,0.92,0.08,,,33,1,17
2023-03-22,2023,UTA,POR,1570.5,1418.8,0.81,0.19,,,1548.7,1500.4,0.72,0.28,,,60,77,69
2023-03-22,2023,LAL,PHO,1422.1,1610.6,0.38,0.62,,,1443.2,1641.9,0.34,0.66,,,66,12,39
2023-03-23,2023,ORL,NYK,1363.4,1510.2,0.43,0.57,,,1411.7,1521.8,0.51,0.49,,,36,42,39
2023-03-23,2023,BRK,CLE,1516.0,1565.3,0.57,0.43,,,1564.6,1587.0,0.57,0.43,,,79,80,80
2023-03-23,2023,NOP,CHO,1584.2,1432.5,0.81,0.19,,,1588.3,1504.1,0.71,0.29,,,69,41,55
2023-03-23,2023,LAC,OKC,1505.1,1410.5,0.75,0.25,,,1569.9,1404.3,0.8,0.2,,,43,27,35
2023-03-24,2023,WAS,SAS,1464.4,1410.8,0.71,0.29,,,1475.8,1407.9,0.69,0.31,,,27,26,27
2023-03-24,2023,BOS,IND,1674.6,1471.4,0.85,0.15,,,1702.6,1503.5,0.81,0.19,,,85,33,59
2023-03-24,2023,TOR,DET,1551.9,1352.6,0.85,0.15,,,1613.7,1353.3,0.87,0.13,,,39,6,23
2023-03-24,2023,MEM,HOU,1568.1,1335.5,0.87,0.13,,,1651.6,1304.2,0.92,0.08,,,33,2,18
2023-03-24,2023,DAL,CHO,1571.1,1432.5,0.8,0.2,,,1604.7,1504.1,0.78,0.22,,,71,32,52
2023-03-24,2023,UTA,MIL,1570.5,1580.7,0.63,0.37,,,1548.7,1651.9,0.52,0.48,,,85,44,65
2023-03-24,2023,GSW,PHI,1573.1,1578.7,0.63,0.37,,,1596.9,1625.7,0.56,0.44,,,88,60,74
2023-03-24,2023,SAC,PHO,1490.9,1610.6,0.47,0.53,,,1504.5,1641.9,0.41,0.59,,,77,64,71
2023-03-24,2023,POR,CHI,1418.8,1468.6,0.57,0.43,,,1500.4,1535.6,0.56,0.44,,,58,82,70
2023-03-24,2023,LAL,OKC,1422.1,1410.5,0.66,0.34,,,1443.2,1404.3,0.71,0.29,,,22,7,15
2023-03-25,2023,ATL,IND,1546.5,1471.4,0.73,0.27,,,1573.5,1503.5,0.76,0.24,,,67,74,71
2023-03-25,2023,MIA,BRK,1543.0,1516.0,0.68,0.32,,,1616.2,1564.6,0.68,0.32,,,83,85,84
2023-03-25,2023,DEN,MIL,1533.9,1580.7,0.58,0.42,,,1601.8,1651.9,0.65,0.35,,,90,27,59
2023-03-25,2023,SAC,UTA,1490.9,1570.5,0.53,0.47,,,1504.5,1548.7,0.54,0.46,,,61,87,74
2023-03-25,2023,PHO,PHI,1610.6,1578.7,0.68,0.32,,,1641.9,1625.7,0.64,0.36,,,92,25,59
