date,season,neutral,playoff,team1,team2,elo1_pre,elo2_pre,elo_prob1,elo_prob2,elo1_post,elo2_post,carm-elo1_pre,carm-elo2_pre,carm-elo_prob1,carm-elo_prob2,carm-elo1_post,carm-elo2_post,raptor1_pre,raptor2_pre,raptor_prob1,raptor_prob2,score1,score2,quality,importance,total_rating
2022-11-16,2023,0,,NOP,CHI,1569.74119977031,1488.32041348243,0.7396869277060818,0.2603130722939182,,,,,,,,,1575.43747694915,1502.23191453627,0.6433739788117011,0.3566260211882989,,,67,46,57
2022-11-16,2023,0,,DAL,HOU,1609.81950389289,1340.86441589175,0.8932022532368648,0.10679774676313525,,,,,,,,,1627.38846766044,1309.23479649484,0.8808673923106317,0.11913260768936829,,,30,2,16
2022-11-16,2023,0,,PHO,GSW,1612.40439614113,1590.70168379663,0.6683157164645819,0.3316842835354181,,,,,,,,,1627.71668211273,1587.22870201991,0.6564245586965097,0.34357544130349027,,,87,21,54
2022-11-16,2023,0,,DEN,NYK,1540.68819823246,1516.32777551931,0.6716982691385578,0.3283017308614422,,,,,,,,,1604.20440861858,1531.31968718908,0.7925443137223357,0.2074556862776643,,,76,19,48
2022-11-17,2023,0,,SAC,SAS,1415.15559662284,1445.18120353507,0.5993614012046623,0.4006385987953377,,,,,,,,,1459.64970386368,1433.19307308291,0.6401584557821024,0.3598415442178976,,,29,18,24
2022-11-17,2023,0,,POR,BRK,1387.34352725025,1510.03230257734,0.4673945636275239,0.5326054363724761,,,,,,,,,1486.32497184471,1564.18904777643,0.494660748640565,0.505339251359435,,,60,67,64
2022-11-17,2023,0,,LAC,DET,1487.01237731608,1365.61227610501,0.7815089298609238,0.2184910701390762,,,,,,,,,1556.63377599774,1358.81297161188,0.8295126550550778,0.17048734494492224,,,30,9,20
2022-11-18,2023,0,,WAS,MIA,1426.39910406942,1561.33548118567,0.44989128617905755,0.5501087138209424,,,,,,,,,1452.09121190933,1598.93164356005,0.39520045409492083,0.6047995459050792,,,60,39,50
2022-11-18,2023,0,,PHI,MIL,1570.3814760203,1613.8530560769,0.5806406182004717,0.41935938179952825,,,,,,,,,1589.78125946008,1647.90140791049,0.523960487928058,0.47603951207194195,,,89,22,56
2022-11-18,2023,0,,CLE,CHO,1573.41566881679,1474.92450461854,0.7581579638075705,0.2418420361924295,,,,,,,,,1596.27035942498,1514.85928945499,0.7134082451257412,0.2865917548742588,,,72,34,53
2022-11-18,2023,0,,MEM,OKC,1600.39810162253,1382.39917562185,0.8618271113699024,0.13817288863009758,,,,,,,,,1617.45885922208,1388.50835686187,0.8519357301362642,0.14806426986373578,,,48,4,26
2022-11-18,2023,0,,HOU,IND,1340.86441589175,1426.94347561342,0.5200231294505763,0.47997687054942373,,,,,,,,,1308.68788687423,1479.92696095174,0.36501509440187463,0.6349849055981254,,,12,10,11
2022-11-18,2023,0,,CHI,ORL,1488.32041348243,1351.70727573562,0.7960934389063357,0.20390656109366434,,,,,,,,,1501.04761141782,1379.57439307569,0.7577715109908979,0.2422284890091021,,,26,12,19
2022-11-18,2023,0,,DAL,DEN,1609.81950389289,1540.68819823246,0.7258360858520226,0.27416391414797736,,,,,,,,,1628.02950869696,1608.36983613259,0.6373052830744942,0.3626947169255058,,,89,11,50
2022-11-18,2023,0,,NOP,BOS,1569.74119977031,1653.48816401896,0.5233729515940349,0.47662704840596515,,,,,,,,,1573.70902249893,1667.88133052786,0.4695463561583775,0.5304536438416225,,,90,30,60
2022-11-18,2023,0,,UTA,PHO,1592.98493632941,1612.40439614113,0.6139292087317565,0.3860707912682435,,,,,,,,,1561.88852674802,1633.94442006472,0.5570296894938828,0.44297031050611724,,,85,20,53
2022-11-18,2023,0,,GSW,NYK,1590.70168379663,1516.32777551931,0.7318005147691987,0.2681994852308013,,,,,,,,,1590.91337309475,1532.74744713728,0.6796941555585546,0.3203058444414454,,,74,52,63
2022-11-18,2023,0,,LAL,DET,1405.20814940211,1365.61227610501,0.6907394237879133,0.3092605762120867,,,,,,,,,1433.17182962984,1359.06931081027,0.7521435260514608,0.24785647394853916,,,14,2,8
2022-11-19,2023,0,,ATL,TOR,1558.91146441864,1579.08023753931,0.6129063463984302,0.3870936536015698,,,,,,,,,1589.84870440439,1634.22443507202,0.5568979903706248,0.4431020096293752,,,88,21,55
2022-11-19,2023,0,,IND,ORL,1426.94347561342,1351.70727573562,0.7327736208830106,0.26722637911698943,,,,,,,,,1480.58929097575,1381.69223681919,0.7283813327381564,0.2716186672618436,,,24,10,17
2022-11-19,2023,0,,PHI,MIN,1570.3814760203,1497.98033720724,0.7295657967277549,0.2704342032722451,,,,,,,,,1592.46290362365,1542.39653742084,0.6126873998215054,0.38731260017849456,,,76,55,66
2022-11-19,2023,0,,POR,UTA,1387.34352725025,1592.98493632941,0.3524879800813459,0.6475120199186541,,,,,,,,,1492.64031067522,1561.29748465075,0.5751846984394958,0.4248153015605042,,,61,58,60
2022-11-19,2023,0,,LAC,SAS,1487.01237731608,1445.18120353507,0.6934813757560344,0.3065186242439656,,,,,,,,,1556.83382956793,1437.52331194623,0.7534784524263001,0.24652154757369993,,,48,32,40
2022-11-20,2023,0,,PHO,NYK,1612.40439614113,1516.32777551931,0.7556003418198686,0.24439965818013143,,,,,,,,,1633.18922287462,1533.51984024823,0.738832324485481,0.261167675514519,,,80,23,52
2022-11-20,2023,0,,SAC,DET,1415.15559662284,1365.61227610501,0.7028362397120445,0.29716376028795555,,,,,,,,,1457.7828136706,1359.45607559541,0.7282548130603244,0.27174518693967564,,,17,6,12
2022-11-20,2023,0,,WAS,CHO,1426.39910406942,1474.92450461854,0.5735406134370148,0.4264593865629852,,,,,,,,,1452.76084047157,1519.24146503312,0.508872020627571,0.491127979372429,,,44,44,44
2022-11-20,2023,0,,BRK,MEM,1510.03230257734,1600.39810162253,0.5138611771449246,0.48613882285507537,,,,,,,,,1567.55035400191,1620.25862430873,0.5129396714310316,0.4870603285689684,,,84,30,57
2022-11-20,2023,0,,CLE,MIA,1573.41566881679,1561.33548118567,0.6559246901027881,0.3440753098972119,,,,,,,,,1598.55353596926,1599.75928134474,0.6091222939856965,0.3908777060143035,,,85,43,64
2022-11-20,2023,0,,HOU,GSW,1340.86441589175,1590.70168379663,0.2968104745078972,0.7031895254921028,,,,,,,,,1310.60897934217,1592.96790943536,0.23857459505764872,0.7614254049423512,,,26,10,18
2022-11-20,2023,0,,DAL,DEN,1609.81950389289,1540.68819823246,0.7258360858520226,0.27416391414797736,,,,,,,,,1632.76000813441,1611.75117267359,0.6337023826455064,0.3662976173544936,,,90,10,50
2022-11-20,2023,0,,LAL,SAS,1405.20814940211,1445.18120353507,0.5855363225134763,0.4144636774865237,,,,,,,,,1435.92563962255,1436.62640251239,0.6636215165381233,0.3363784834618767,,,26,14,20
2022-11-21,2023,0,,CLE,ATL,1573.41566881679,1558.91146441864,0.6590669918750899,0.3409330081249101,,,,,,,,,1598.55353596926,1600.33741956617,0.5456604873101203,0.4543395126898797,,,85,29,57
2022-11-21,2023,0,,IND,ORL,1426.94347561342,1351.70727573562,0.7327736208830106,0.26722637911698943,,,,,,,,,1483.20936339609,1388.32806725251,0.7286799347820225,0.27132006521797747,,,25,10,18
2022-11-21,2023,0,,NOP,GSW,1569.74119977031,1590.70168379663,0.6118245257349413,0.3881754742650587,,,,,,,,,1577.81286306432,1595.55054493348,0.6411065083028803,0.3588934916971197,,,82,54,68
2022-11-21,2023,0,,OKC,NYK,1382.39917562185,1516.32777551931,0.4513274414152329,0.5486725585847672,,,,,,,,,1392.64861798153,1534.35015715691,0.48309100395386995,0.51690899604613,,,34,28,31
2022-11-21,2023,0,,MIL,POR,1613.8530560769,1387.34352725025,0.8675582734482301,0.1324417265517699,,,,,,,,,1656.52778694728,1500.86624940615,0.7970273495922234,0.20297265040777657,,,79,17,48
2022-11-21,2023,0,,CHI,BOS,1488.32041348243,1653.48816401896,0.4073006341311636,0.5926993658688364,,,,,,,,,1503.06904664122,1671.40147485568,0.3766726946995926,0.6233273053004074,,,81,32,57
2022-11-21,2023,0,,MIN,MIA,1497.98033720724,1561.33548118567,0.5525415000782712,0.4474584999217288,,,,,,,,,1545.94688788622,1604.54858509694,0.5902445876187737,0.40975541238122626,,,79,56,68
2022-11-21,2023,0,,LAC,UTA,1487.01237731608,1592.98493632941,0.4914056432118985,0.5085943567881015,,,,,,,,,1569.54799388688,1559.14057605012,0.6240061627754903,0.37599383722450974,,,75,51,63
2022-11-22,2023,0,,PHI,BRK,1570.3814760203,1510.03230257734,0.7156619438360621,0.2843380561639379,,,,,,,,,1591.96725006912,1572.70256008598,0.6271192036957209,0.37288079630427906,,,81,59,70
2022-11-22,2023,0,,MEM,SAC,1600.39810162253,1415.15559662284,0.8378052430093924,0.1621947569906076,,,,,,,,,1627.37161320153,1461.09360041942,0.8026176861218646,0.19738231387813543,,,67,10,39
2022-11-22,2023,0,,DEN,DET,1540.68819823246,1365.61227610501,0.8296945871377933,0.17030541286220668,,,,,,,,,1617.97973811094,1361.71882181958,0.8963294040034003,0.10367059599659967,,,42,2,22
2022-11-22,2023,0,,PHO,LAL,1612.40439614113,1405.20814940211,0.8542540688579983,0.14574593114200174,,,,,,,,,1639.65208790188,1442.0299798739,0.83363440984358,0.16636559015642005,,,65,6,36
2022-11-23,2023,0,,CLE,POR,1573.41566881679,1387.34352725025,0.8384531647754586,0.16154683522454139,,,,,,,,,1600.05570934421,1514.57119536896,0.7198564128542629,0.28014358714573706,,,72,35,54
2022-11-23,2023,0,,IND,MIN,1426.94347561342,1497.98033720724,0.5415850220293306,0.45841497797066943,,,,,,,,,1486.72896720649,1544.47157442178,0.5317986618574594,0.4682013381425406,,,57,59,58
2022-11-23,2023,0,,CHO,PHI,1474.92450461854,1570.3814760203,0.5065375711134192,0.49346242888658076,,,,,,,,,1529.52525544988,1591.96725006912,0.5873798274982142,0.41262017250178584,,,74,50,62
2022-11-23,2023,0,,ATL,SAC,1558.91146441864,1415.15559662284,0.8026866863257658,0.19731331367423421,,,,,,,,,1601.70407465109,1461.09360041942,0.8213967062337137,0.17860329376628625,,,62,12,37
2022-11-23,2023,0,,TOR,BRK,1579.08023753931,1510.03230257734,0.7257405722882923,0.27425942771170775,,,,,,,,,1642.90485483387,1574.28513480368,0.7437547407825192,0.25624525921748076,,,87,33,60
2022-11-23,2023,0,,MIA,WAS,1561.33548118567,1426.39910406942,0.7945221298959508,0.20547787010404917,,,,,,,,,1607.81907348563,1458.51869824608,0.7762797637489081,0.22372023625109194,,,63,28,46
2022-11-23,2023,0,,BOS,DAL,1653.48816401896,1609.81950389289,0.6957251520558153,0.3042748479441847,,,,,,,,,1671.92404268361,1633.95477434757,0.656742002601409,0.343257997398591,,,94,10,52
2022-11-23,2023,0,,SAS,NOP,1445.18120353507,1569.74119977031,0.46471407906915363,0.5352859209308464,,,,,,,,,1439.49337492458,1578.38153590528,0.4047112519133015,0.5952887480866985,,,53,36,45
2022-11-23,2023,0,,OKC,DEN,1382.39917562185,1540.68819823246,0.4168936131878405,0.5831063868121595,,,,,,,,,1392.52394949294,1617.97973811094,0.3666224481652765,0.6333775518347236,,,49,6,28
2022-11-23,2023,0,,MIL,CHI,1613.8530560769,1488.32041348243,0.785543725364033,0.21445627463596695,,,,,,,,,1663.05798265143,1503.08987606809,0.7956885767688803,0.20431142323111973,,,80,16,48
2022-11-23,2023,0,,UTA,DET,1592.98493632941,1365.61227610501,0.8681281264046001,0.13187187359539987,,,,,,,,,1558.38165493002,1361.71882181958,0.8825390424965146,0.1174609575034854,,,31,4,18
2022-11-23,2023,0,,GSW,LAC,1590.70168379663,1487.01237731608,0.7636020028881859,0.23639799711181408,,,,,,,,,1599.14209279813,1571.3780693988,0.6252004203159867,0.37479957968401334,,,81,66,74
2022-11-25,2023,0,,CHO,MIN,1474.92450461854,1497.98033720724,0.6089560719858877,0.39104392801411225,,,,,,,,,1529.52525544988,1544.47157442178,0.5918231115154062,0.40817688848459377,,,66,61,64
2022-11-25,2023,0,,ORL,PHI,1351.70727573562,1570.3814760203,0.33556004267412326,0.6644399573258768,,,,,,,,,1395.79153783455,1591.96725006912,0.3249689044406039,0.6750310955593961,,,45,12,29
2022-11-25,2023,0,,NYK,POR,1516.32777551931,1387.34352725025,0.7888719665381957,0.2111280334618043,,,,,,,,,1534.35015715691,1514.57119536896,0.6197171430552276,0.3802828569447724,,,61,61,61
2022-11-25,2023,0,,HOU,ATL,1340.86441589175,1558.91146441864,0.3363654429062758,0.6636345570937242,,,,,,,,,1310.46195320565,1600.97822182171,0.22439762912578182,0.7756023708742181,,,27,6,17
2022-11-25,2023,0,,OKC,CHI,1382.39917562185,1488.32041348243,0.4914794786534178,0.5085205213465822,,,,,,,,,1392.52394949294,1503.08987606809,0.46422804176378063,0.5357719582362194,,,29,22,26
2022-11-25,2023,0,,BOS,SAC,1653.48816401896,1415.15559662284,0.875184580951916,0.12481541904808402,,,,,,,,,1671.92404268361,1461.09360041942,0.8391930343532851,0.16080696564671493,,,73,8,41
2022-11-25,2023,0,,IND,BRK,1426.94347561342,1510.03230257734,0.5243179328128555,0.47568206718714445,,,,,,,,,1486.72896720649,1574.78570978494,0.48759193171440074,0.5124080682855993,,,63,64,64
2022-11-25,2023,0,,MEM,NOP,1600.39810162253,1569.74119977031,0.6796408063588575,0.3203591936411425,,,,,,,,,1630.97738421266,1578.38153590528,0.6775555135412108,0.3224444864587892,,,86,24,55
2022-11-25,2023,0,,MIL,CLE,1613.8530560769,1573.41566881679,0.6917732651193951,0.3082267348806049,,,,,,,,,1663.05798265143,1600.05570934421,0.692182393267966,0.30781760673203395,,,91,12,52
2022-11-25,2023,0,,MIA,WAS,1561.33548118567,1426.39910406942,0.7945221298959508,0.20547787010404917,,,,,,,,,1607.81907348563,1458.51869824608,0.7798560123350047,0.22014398766499532,,,63,30,47
2022-11-25,2023,0,,SAS,LAL,1445.18120353507,1405.20814940211,0.691203045887303,0.30879695411269703,,,,,,,,,1439.49337492458,1442.0299798739,0.611516742525919,0.38848325747408097,,,27,14,21
2022-11-25,2023,0,,PHO,DET,1612.40439614113,1365.61227610501,0.8804076239218499,0.1195923760781501,,,,,,,,,1639.65208790188,1361.71882181958,0.8888568501139473,0.11114314988605267,,,46,1,24
2022-11-25,2023,0,,GSW,UTA,1590.70168379663,1592.98493632941,0.6370314454027907,0.36296855459720934,,,,,,,,,1599.14209279813,1558.38165493002,0.6598358943279142,0.34016410567208577,,,80,47,64
2022-11-25,2023,0,,LAC,DEN,1487.01237731608,1540.68819823246,0.5662735944575671,0.4337264055424329,,,,,,,,,1571.3780693988,1617.97973811094,0.5446180885361597,0.4553819114638403,,,84,38,61
2022-11-26,2023,0,,TOR,DAL,1579.08023753931,1609.81950389289,0.5983745197838124,0.4016254802161876,,,,,,,,,1642.90485483387,1633.95477434757,0.6189811756396667,0.3810188243603333,,,93,11,52
2022-11-26,2023,0,,HOU,OKC,1340.86441589175,1382.39917562185,0.5833529575404434,0.41664704245955664,,,,,,,,,1310.46195320565,1392.52394949294,0.4874146949366552,0.5125853050633449,,,5,1,3
2022-11-26,2023,0,,SAS,LAL,1445.18120353507,1405.20814940211,0.691203045887303,0.30879695411269703,,,,,,,,,1439.49337492458,1442.0299798739,0.6043886985520786,0.39561130144792145,,,27,13,20
2022-11-26,2023,0,,PHO,UTA,1612.40439614113,1592.98493632941,0.6653957909034692,0.33460420909653077,,,,,,,,,1639.65208790188,1558.38165493002,0.7214790653362341,0.27852093466376593,,,85,15,50
2022-11-27,2023,0,,BRK,POR,1510.03230257734,1387.34352725025,0.7827729630132031,0.2172270369867969,,,,,,,,,1575.43066505456,1514.57119536896,0.675967443245273,0.324032556754727,,,69,63,66
2022-11-27,2023,0,,MIN,GSW,1497.98033720724,1590.70168379663,0.5104732921200855,0.4895267078799145,,,,,,,,,1544.47157442178,1599.14209279813,0.5390169479501163,0.46098305204988366,,,78,73,76
2022-11-27,2023,0,,LAC,IND,1487.01237731608,1426.94347561342,0.7153335243150769,0.2846664756849231,,,,,,,,,1571.3780693988,1486.72896720649,0.7248136901648293,0.2751863098351707,,,62,40,51
2022-11-27,2023,0,,ATL,MIA,1558.91146441864,1561.33548118567,0.6368440641691118,0.36315593583088823,,,,,,,,,1602.24663027941,1607.81907348563,0.6041445863984216,0.3958554136015784,,,86,47,67
2022-11-27,2023,0,,DET,CLE,1365.61227610501,1573.41566881679,0.34965268617021705,0.650347313829783,,,,,,,,,1361.71882181958,1600.05570934421,0.2753543438242243,0.7246456561757757,,,39,7,23
2022-11-27,2023,0,,NYK,MEM,1516.32777551931,1600.39810162253,0.5229085932935374,0.47709140670646255,,,,,,,,,1534.35015715691,1635.42133126736,0.46474624819455324,0.5352537518054468,,,81,37,59
2022-11-27,2023,0,,ORL,PHI,1351.70727573562,1570.3814760203,0.33556004267412326,0.6644399573258768,,,,,,,,,1398.34169243009,1591.96725006912,0.3309877056002713,0.6690122943997288,,,46,14,30
2022-11-27,2023,0,,BOS,WAS,1653.48816401896,1426.39910406942,0.8679411187715054,0.13205888122849463,,,,,,,,,1671.92404268361,1458.51869824608,0.8426888277293131,0.15731117227068692,,,73,8,41
2022-11-27,2023,0,,MIL,DAL,1613.8530560769,1609.81950389289,0.6453966540989707,0.35460334590102927,,,,,,,,,1663.05798265143,1633.95477434757,0.7077527005179707,0.2922472994820293,,,94,7,51
2022-11-28,2023,0,,WAS,MIN,1426.39910406942,1497.98033720724,0.5408069267164238,0.45919307328357617,,,,,,,,,1458.51869824608,1544.47157442178,0.48292118753948365,0.5170788124605163,,,51,44,48
2022-11-28,2023,0,,PHI,ATL,1570.3814760203,1558.91146441864,0.6551315392407574,0.3448684607592426,,,,,,,,,1591.96725006912,1602.24663027941,0.5841708531531666,0.41582914684683336,,,85,42,64
2022-11-28,2023,0,,TOR,CLE,1579.08023753931,1573.41566881679,0.6475424477618894,0.3524575522381106,,,,,,,,,1642.90485483387,1600.05570934421,0.7187841380949883,0.2812158619050117,,,90,16,53
2022-11-28,2023,0,,BRK,ORL,1510.03230257734,1351.70727573562,0.8156333349337165,0.18436666506628352,,,,,,,,,1576.03925940872,1398.34169243009,0.8120580421856657,0.18794195781433432,,,43,15,29
2022-11-28,2023,0,,BOS,CHO,1653.48816401896,1474.92450461854,0.8325127522136001,0.1674872477863999,,,,,,,,,1671.92404268361,1529.52525544988,0.728055508408136,0.27194449159186396,,,85,22,54
2022-11-28,2023,0,,NOP,OKC,1569.74119977031,1382.39917562185,0.8394408565451088,0.1605591434548912,,,,,,,,,1578.38153590528,1392.52394949294,0.81360217960946,0.18639782039053998,,,42,13,28
2022-11-28,2023,0,,UTA,CHI,1592.98493632941,1488.32041348243,0.7646138716618208,0.23538612833817918,,,,,,,,,1558.38165493002,1503.08987606809,0.7225030657528071,0.2774969342471929,,,63,38,51
2022-11-28,2023,0,,DEN,HOU,1540.68819823246,1340.86441589175,0.8488903673889595,0.1511096326110405,,,,,,,,,1617.97973811094,1310.46195320565,0.9202699610341432,0.07973003896585684,,,30,1,16
2022-11-28,2023,0,,SAC,PHO,1415.15559662284,1612.40439614113,0.3635916337116325,0.6364083662883675,,,,,,,,,1461.09360041942,1639.65208790188,0.33383399282763004,0.66616600717237,,,69,15,42
2022-11-28,2023,0,,LAL,IND,1405.20814940211,1426.94347561342,0.6107646867790604,0.3892353132209396,,,,,,,,,1442.0299798739,1486.72896720649,0.5947769782095094,0.40522302179049063,,,36,23,30
2022-11-29,2023,0,,DET,NYK,1365.61227610501,1516.32777551931,0.42752852872623326,0.5724714712737667,,,,,,,,,1361.71882181958,1534.35015715691,0.37259964102488397,0.627400358975116,,,28,24,26
2022-11-29,2023,0,,DAL,GSW,1609.81950389289,1590.70168379663,0.6650090854448001,0.3349909145551999,,,,,,,,,1633.95477434757,1599.14209279813,0.6519909928118398,0.3480090071881602,,,89,29,59
2022-11-29,2023,0,,POR,LAC,1387.34352725025,1487.01237731608,0.5004765629194176,0.49952343708058244,,,,,,,,,1514.57119536896,1571.3780693988,0.5065444495253099,0.49345555047469014,,,68,80,74
2022-11-30,2023,0,,ORL,ATL,1351.70727573562,1558.91146441864,0.35043744731357374,0.6495625526864263,,,,,,,,,1398.34169243009,1603.09047900706,0.31637871983546756,0.6836212801645325,,,48,9,29
2022-11-30,2023,0,,CLE,PHI,1573.41566881679,1570.3814760203,0.6440789765555669,0.3559210234444331,,,,,,,,,1600.05570934421,1591.96725006912,0.6206626502255385,0.37933734977446154,,,84,34,59
2022-11-30,2023,0,,NYK,MIL,1516.32777551931,1613.8530560769,0.5035613473333814,0.4964386526666186,,,,,,,,,1534.35015715691,1663.05798265143,0.35627572403681224,0.6437242759631878,,,84,33,59
2022-11-30,2023,0,,BOS,MIA,1653.48816401896,1561.33548118567,0.7514050068287486,0.24859499317125144,,,,,,,,,1671.92404268361,1607.81907348563,0.6916013335840193,0.3083986664159807,,,93,26,60
2022-11-30,2023,0,,BRK,WAS,1510.03230257734,1426.39910406942,0.7421316870733367,0.25786831292666335,,,,,,,,,1576.51251441768,1458.51869824608,0.7491142647978145,0.2508857352021855,,,57,37,47
2022-11-30,2023,0,,NOP,TOR,1569.74119977031,1579.08023753931,0.6275887755935843,0.3724112244064157,,,,,,,,,1578.38153590528,1642.90485483387,0.5182346638574473,0.4817653361425527,,,88,30,59
2022-11-30,2023,0,,MIN,MEM,1497.98033720724,1600.39810162253,0.4965206134760388,0.5034793865239612,,,,,,,,,1544.47157442178,1638.4735174166,0.4776843648030343,0.5223156351969658,,,83,44,64
2022-11-30,2023,0,,OKC,SAS,1382.39917562185,1445.18120353507,0.5533570307069158,0.4466429692930842,,,,,,,,,1392.52394949294,1439.49337492458,0.547730711044612,0.452269288955388,,,19,10,15
2022-11-30,2023,0,,DEN,HOU,1540.68819823246,1340.86441589175,0.8488903673889595,0.1511096326110405,,,,,,,,,1617.97973811094,1310.46195320565,0.9201419483358354,0.0798580516641646,,,30,1,16
2022-11-30,2023,0,,PHO,CHI,1612.40439614113,1488.32041348243,0.7841355260835957,0.2158644739164043,,,,,,,,,1639.65208790188,1503.08987606809,0.7760616853712307,0.22393831462876934,,,77,19,48
2022-11-30,2023,0,,UTA,LAC,1592.98493632941,1487.01237731608,0.7659663552059204,0.23403364479407962,,,,,,,,,1558.38165493002,1571.3780693988,0.6983678321354823,0.30163216786451774,,,76,48,62
2022-11-30,2023,0,,SAC,IND,1415.15559662284,1426.94347561342,0.6242882062272413,0.37571179377275865,,,,,,,,,1461.09360041942,1486.72896720649,0.5676336467021652,0.4323663532978348,,,40,34,37
2022-11-30,2023,0,,LAL,POR,1405.20814940211,1387.34352725025,0.6634001027493172,0.33659989725068284,,,,,,,,,1442.0299798739,1514.57119536896,0.5732308678531116,0.4267691321468884,,,41,44,43
2022-12-01,2023,0,,DET,DAL,1365.61227610501,1609.81950389289,0.3036189505088632,0.6963810494911369,,,,,,,,,1361.71882181958,1633.95477434757,0.2541763229853473,0.7458236770146527,,,45,4,25
2022-12-02,2023,0,,CHO,WAS,1474.92450461854,1426.39910406942,0.701610961915226,0.298389038084774,,,,,,,,,1529.52525544988,1458.51869824608,0.6994204520837212,0.30057954791627883,,,48,38,43
2022-12-02,2023,0,,CLE,ORL,1573.41566881679,1351.70727573562,0.8643503089786433,0.1356496910213567,,,,,,,,,1600.05570934421,1401.74321655547,0.8338188310864356,0.16618116891356438,,,48,6,27
2022-12-02,2023,0,,MIL,LAL,1613.8530560769,1405.20814940211,0.8552892635579878,0.14471073644201216,,,,,,,,,1663.05798265143,1442.0299798739,0.8511615956402271,0.1488384043597729,,,69,4,37
2022-12-02,2023,0,,ATL,DEN,1558.91146441864,1540.68819823246,0.663860955502541,0.336139044497459,,,,,,,,,1607.17767685675,1617.97973811094,0.6045477754513998,0.3954522245486002,,,88,17,53
2022-12-02,2023,0,,BRK,TOR,1510.03230257734,1579.08023753931,0.5444261345762818,0.45557386542371825,,,,,,,,,1577.19273700337,1642.90485483387,0.5175920340317115,0.4824079659682885,,,87,51,69
2022-12-02,2023,0,,BOS,MIA,1653.48816401896,1561.33548118567,0.7514050068287486,0.24859499317125144,,,,,,,,,1671.92404268361,1607.81907348563,0.6845285879750559,0.3154714120249441,,,93,31,62
2022-12-02,2023,0,,MEM,PHI,1600.39810162253,1570.3814760203,0.6788377853991011,0.3211622146008989,,,,,,,,,1641.98604531354,1591.96725006912,0.668880407327329,0.331119592672671,,,89,19,54
2022-12-02,2023,0,,SAS,NOP,1445.18120353507,1569.74119977031,0.46471407906915363,0.5352859209308464,,,,,,,,,1439.49337492458,1578.38153590528,0.4113891974343405,0.5886108025656596,,,53,42,48
2022-12-02,2023,0,,PHO,HOU,1612.40439614113,1340.86441589175,0.8946133880816435,0.10538661191835652,,,,,,,,,1639.65208790188,1310.46195320565,0.9150541170323757,0.08494588296762429,,,33,1,17
2022-12-02,2023,0,,UTA,IND,1592.98493632941,1426.94347561342,0.8222195008978286,0.17778049910217142,,,,,,,,,1558.38165493002,1486.72896720649,0.7421668409364589,0.2578331590635411,,,60,30,45
2022-12-02,2023,0,,GSW,CHI,1590.70168379663,1488.32041348243,0.762240096979737,0.23775990302026295,,,,,,,,,1599.14209279813,1503.08987606809,0.7172852811097639,0.28271471889023614,,,71,44,58
2022-12-03,2023,0,,NYK,DAL,1516.32777551931,1609.81950389289,0.5093650603948959,0.49063493960510407,,,,,,,,,1534.35015715691,1633.95477434757,0.4628212488509541,0.5371787511490459,,,81,41,61
2022-12-03,2023,0,,LAC,SAC,1487.01237731608,1415.15559662284,0.7289470988045595,0.27105290119544045,,,,,,,,,1571.3780693988,1461.09360041942,0.7397828442425753,0.26021715575742466,,,57,44,51
2022-12-03,2023,0,,CHO,MIL,1474.92450461854,1613.8530560769,0.4442105791424569,0.5557894208575431,,,,,,,,,1529.52525544988,1663.05798265143,0.42482954311329263,0.5751704568867073,,,84,29,57
2022-12-03,2023,0,,TOR,ORL,1579.08023753931,1351.70727573562,0.8681283251481021,0.13187167485189788,,,,,,,,,1642.90485483387,1401.74321655547,0.8583172472658286,0.1416827527341714,,,56,4,30
2022-12-03,2023,0,,MIN,OKC,1497.98033720724,1382.39917562185,0.7757354077530165,0.22426459224698347,,,,,,,,,1544.47157442178,1392.52394949294,0.7937978088766018,0.20620219112339822,,,36,17,27
2022-12-03,2023,0,,GSW,HOU,1590.70168379663,1340.86441589175,0.8822410100683977,0.11775898993160228,,,,,,,,,1599.14209279813,1310.46195320565,0.8900806383817438,0.10991936161825622,,,27,6,17
2022-12-03,2023,0,,UTA,POR,1592.98493632941,1387.34352725025,0.8531361750723214,0.14686382492767858,,,,,,,,,1558.38165493002,1509.76797065941,0.6593581460600291,0.34064185393997093,,,64,65,65
2022-12-04,2023,0,,NOP,DEN,1569.74119977031,1540.68819823246,0.6776272326552178,0.32237276734478215,,,,,,,,,1578.38153590528,1617.97973811094,0.5435125886581806,0.45648741134181936,,,85,34,60
2022-12-04,2023,0,,SAS,PHO,1445.18120353507,1612.40439614113,0.40444745300918833,0.5955525469908116,,,,,,,,,1439.49337492458,1639.65208790188,0.33538873597993923,0.6646112640200608,,,64,15,40
2022-12-04,2023,0,,BRK,BOS,1510.03230257734,1653.48816401896,0.43778607554460885,0.5622139244553912,,,,,,,,,1577.19273700337,1671.92404268361,0.46726999920214457,0.5327300007978555,,,90,44,67
2022-12-04,2023,0,,NYK,CLE,1516.32777551931,1573.41566881679,0.5614433643496036,0.4385566356503964,,,,,,,,,1534.35015715691,1600.34857148027,0.44405607206682896,0.555943927933171,,,76,57,67
2022-12-04,2023,0,,DET,MEM,1365.61227610501,1600.39810162253,0.31520645076488957,0.6847935492351105,,,,,,,,,1361.71882181958,1644.39631660517,0.24056810768800102,0.7594318923119989,,,46,3,25
